guess,mean,med,std
darks,508.900690846287,260.0,593.287522455935
doums,624.150259067358,260.0,707.689277189931
drunk,582.908894645941,260.0,665.458277200055
duppy,863.189982728843,260.0,770.691364021801
flied,446.426165803109,260.0,526.823466801268
flump,777.144214162349,260.0,795.824494102561
foams,498.799654576857,260.0,563.334515799472
frump,698.508203799655,260.0,733.84961261035
gaids,475.996977547496,260.0,565.481701414372
gains,436.978411053541,260.0,535.013223598938
germs,516.315198618308,260.0,596.007999245104
grein,438.566062176166,260.0,535.999465237995
hands,527.048359240069,260.0,631.159689118312
haram,603.116148531952,260.0,653.354230936419
hives,555.337651122625,260.0,618.982881285719
honda,538.24481865285,260.0,627.114064046721
honds,591.082037996546,260.0,693.9339454852
hoves,515.412780656304,260.0,572.43226329515
howes,514.974093264249,260.0,575.936778254953
kaugh,633.479274611399,260.0,683.297014120126
laura,485.987478411054,260.0,561.020540557452
minny,669.605785837651,260.0,660.510645142554
naiad,524.874352331606,260.0,590.853619202455
naira,456.664507772021,260.0,529.916844335396
pervo,559.753022452504,260.0,616.392891986174
pervs,574.389032815199,260.0,629.48148379194
piano,382.513385146805,260.0,466.753382319997
piums,656.974956822107,260.0,724.902848796506
quail,486.798359240069,260.0,548.579147560039
roguy,527.986183074266,260.0,595.334686550237
sasse,437.882556131261,260.0,434.624057928387
scoup,576.700777202073,260.0,671.888017654143
scowl,530.350172711572,260.0,624.91429287416
scurf,580.588514680484,260.0,652.421559001452
segue,448.706390328152,260.0,512.306347481395
senes,500.999136442142,260.0,528.86847303494
slojd,545.852331606218,260.0,614.301526309068
spuds,790.985319516408,260.0,764.497351911876
swoop,742.601468048359,260.0,726.324312534287
tehrs,468.391191709845,260.0,572.252652889261
temes,526.558290155441,260.0,597.101004125588
tenny,473.540155440415,260.0,493.630254535173
thees,537.583333333333,260.0,614.576804970756
tress,500.750863557858,260.0,571.120305304412
umbel,592.13816925734,260.0,657.743611969554
viand,529.335492227979,260.0,599.632070891559
vouch,691.936960276338,260.0,740.65253139794
waugh,610.731433506045,260.0,660.957865999837
wavey,490.006476683938,260.0,494.493654632774
wench,597.713298791019,260.0,651.649372929889
amuck,713.256908462867,261.0,735.531548185102
beige,497.43091537133,261.0,554.660000908253
boozy,771.982297063903,261.0,635.608242315528
cress,514.736183074266,261.0,574.011695235296
ecads,479.833333333333,261.0,562.866362061792
erugo,492.434801381693,261.0,568.17209586579
ferns,449.466753022453,261.0,534.422701969258
ferny,429.75,261.0,474.586242097161
fiery,424.452936096719,261.0,467.179262179748
guyed,557.413644214162,261.0,614.471364831761
hanap,627.049654576857,261.0,684.416035326764
hinau,499.892918825561,261.0,597.342390517563
jaunt,496.825993091537,261.0,568.999172461111
kench,624.411053540587,261.0,670.840217390619
kiaat,504.591968911917,261.0,570.51643362948
kipes,555.832901554404,261.0,621.354009665494
lauan,511.278497409326,261.0,601.029740325369
lehua,469.146373056995,261.0,544.259132387971
liang,463.379533678757,261.0,567.55709977721
lysed,488.731865284974,261.0,584.121236006275
narks,508.143350604491,261.0,596.064387786863
obeah,487.10664939551,261.0,541.488361899311
pinch,633.605354058722,261.0,724.979440028305
preif,499.014680483592,261.0,573.034661163302
roomy,577.252590673575,261.0,579.341953072106
sadhu,482.201640759931,261.0,561.720892866968
sayst,460.539723661485,261.0,516.398877819406
slosh,508.107512953368,261.0,567.490188963544
snift,487.018134715026,261.0,593.122018135136
sorgo,543.550518134715,261.0,582.638281620112
speug,573.484455958549,261.0,633.999853663314
teene,474.316493955095,261.0,515.665838945817
unset,420.947754749568,261.0,530.072592395402
wards,525.398531951641,261.0,603.324510052271
begem,674.651122625216,262.0,672.646369084989
bousy,489.215889464594,262.0,562.961501990735
butch,683.634715025907,262.0,735.511312127381
crunk,562.950777202073,262.0,649.302523409938
denes,515.088514680484,262.0,591.974488262425
ditch,604.662780656304,262.0,706.351508389852
dress,555.185233160622,262.0,610.07233347116
fauns,493.844559585492,262.0,579.556002709905
fetch,574.306131260795,262.0,628.202220111741
ginch,658.540587219344,262.0,733.530960237031
gyred,512.727979274611,262.0,591.816815620656
haiks,513.891191709845,262.0,589.064770566347
harks,541.965889464594,262.0,617.18569455015
haufs,588.924006908463,262.0,655.712894366203
hewed,689.287996545769,262.0,696.830045780534
hinny,648.626079447323,262.0,654.664071337455
ideal,472.056994818653,262.0,557.649541383336
kaput,548.716753022453,262.0,632.982267054966
laufs,543.117875647668,262.0,629.525590797275
lemes,549.639896373057,262.0,616.359039454879
meres,493.226683937824,262.0,570.008028434589
milch,623.071243523316,262.0,713.74311259395
moyle,373.901554404145,262.0,451.169623513337
musca,611.045336787565,262.0,675.454836036195
nabis,508.472366148532,262.0,608.761813579268
perky,514.178324697755,262.0,549.344935387028
perms,524.749136442142,262.0,599.851504751832
pitot,560.161917098446,262.0,627.141116696243
rawns,483.357512953368,262.0,570.377744552965
reges,530.333765112263,262.0,600.896220865427
reiks,441.32426597582,262.0,526.660287176747
rerig,573.428756476684,262.0,616.979368315092
scapi,493.051813471503,262.0,582.028408004778
sense,450.927461139896,262.0,481.226731479099
shies,443.040587219344,262.0,495.043552062198
slunk,524.429620034542,262.0,618.714289945129
smirs,569.600604490501,262.0,610.425441540554
snick,550.888601036269,262.0,634.533252811862
swami,532.124352331606,262.0,594.499560200357
unais,444.924870466321,262.0,549.954445758254
vines,511.394645941278,262.0,585.7876760591
wains,460.686960276339,262.0,551.504289598405
waulk,567.433937823834,262.0,623.497882133399
wheep,702.296200345423,262.0,700.806911908134
algin,507.408462867012,262.5,613.463744405003
asset,460.024611398964,263.0,522.673110863285
berms,525.922711571675,263.0,592.39366514091
boyla,531.493523316062,263.0,604.303457054961
clunk,618.107081174439,263.0,697.635552972009
culex,530.173575129534,263.0,580.712947613574
cusec,553.756044905009,263.0,586.553784565464
deoxy,543.142918825561,263.0,540.810791078371
dices,452.101468048359,263.0,551.196057108076
disco,536.971934369603,263.0,645.43635655012
douma,559.006908462867,263.0,616.128913430632
dread,527.4201208981,263.0,568.604442261157
dregs,506.80829015544,263.0,594.444097675888
dried,451.205958549223,263.0,510.4267806292
egads,524.368307426598,263.0,592.531261838972
fiats,462.532383419689,263.0,556.647886335008
fices,486.949913644214,263.0,559.729721952609
frena,430.943868739206,263.0,513.603469464294
goofy,713.48402417962,263.0,655.01099339822
hards,471.511226252159,263.0,569.21485795571
heder,553.072970639033,263.0,634.069483580273
hinds,645.88816925734,263.0,742.516329942626
houfs,673.363126079447,263.0,739.641469275277
kails,461.663212435233,263.0,558.542669964369
kines,492.051381692573,263.0,575.898040714071
laiks,471.420552677029,263.0,561.735544329491
louma,518.991796200345,263.0,595.438982061264
lowne,391.935233160622,263.0,473.191307978067
media,484.376079447323,263.0,545.63868116383
menes,523.59585492228,263.0,593.608419962716
mousy,512.146804835924,263.0,592.691612703844
muxed,673.081174438687,263.0,662.367853641347
netes,498.17573402418,263.0,584.623525637141
nuked,577.384283246978,263.0,636.812227051093
nutsy,520.414507772021,263.0,603.841766234365
perdu,546.323834196891,263.0,629.888990570946
plumb,757.780656303972,263.0,793.125385235886
poboy,703.322970639033,263.0,671.130308108138
psalm,549.406303972366,263.0,639.192354418675
reify,426.459412780656,263.0,465.646259932024
retry,477.017702936097,263.0,509.527672813258
sampi,500.37780656304,263.0,569.633511228181
scads,590.844127806563,263.0,632.590065034371
scowp,658.009930915371,263.0,718.416995321655
scull,607.323834196891,263.0,661.060952063521
seers,556.009930915371,263.0,571.544190291886
siens,475.990069084629,263.0,527.757946829119
slags,536.917962003454,263.0,591.222984912541
slams,554.174438687392,263.0,606.382509965201
slaps,552.051813471503,263.0,605.361876237585
slaws,592.446027633851,263.0,625.563216900114
sloom,564.413644214162,263.0,625.741248812976
slots,488.149395509499,263.0,568.466272094793
smoor,534.928324697755,263.0,594.138277605972
snash,518.332469775475,263.0,564.602150105917
snoop,622.17530224525,263.0,674.477775052573
spics,653.933937823834,263.0,682.248393449131
sties,437.649827288428,263.0,499.036468154946
strow,524.155872193437,263.0,614.146412753602
strut,539.114853195164,263.0,600.347649264983
sujee,460.052677029361,263.0,472.932441704055
taals,448.976683937824,263.0,537.292270066679
tapus,531.800086355786,263.0,634.691379038934
thuds,660.965457685665,263.0,747.699234191552
unget,485.860103626943,263.0,581.024222895377
unled,486.753454231434,263.0,591.362301823764
verst,439.816493955095,263.0,531.481901948993
whaur,473.948186528497,263.0,556.461273525903
wound,626.373056994819,263.0,699.107970254159
yipes,491.075561312608,263.0,577.861347041528
akees,557.738341968912,264.0,600.958647925381
alley,413.326856649396,264.0,437.771265644
beigy,459.778497409326,264.0,492.947065343474
breid,479.331174438687,264.0,557.950405759252
cheka,592.634283246978,264.0,613.427078522238
chunk,735.685664939551,264.0,767.752848765755
dawts,562.76597582038,264.0,643.690322079016
daych,582.247409326425,264.0,668.140016893699
ditsy,478.252158894646,264.0,572.315088924319
eyras,440.826856649396,264.0,525.597473279425
faena,523.497409326425,264.0,553.074671076106
fains,445.006044905009,264.0,532.928294957241
foyle,386.743955094991,264.0,455.76475079014
fremd,590.041018998273,264.0,637.470554642279
frets,465.480138169257,264.0,546.963996859204
gaups,567.485751295337,264.0,645.361602902586
ghees,590.493955094991,264.0,641.405685268842
gucky,764.855354058722,264.0,746.850443317858
heben,593.221070811744,264.0,653.758835863374
hewer,615.016839378238,264.0,664.220342042658
howdy,713.349740932642,264.0,723.919731929164
kadis,549.146804835924,264.0,630.055784182651
mercy,446.041450777202,264.0,493.778874277564
neons,495.268134715026,264.0,541.701052655914
nitry,437.011226252159,264.0,525.777636854244
noint,503.910189982729,264.0,585.161583827662
ocean,431.869170984456,264.0,522.328618687636
paals,513.319516407599,264.0,577.181339553783
peery,489.716321243523,264.0,521.292092425651
perks,552.320379965458,264.0,617.858500537131
preop,553.878670120898,264.0,590.509608558316
pukey,511.598877374784,264.0,535.58239685967
ragus,496.705526770294,264.0,588.378089594621
redry,573.316062176166,264.0,577.362208610816
retch,484.721502590674,264.0,583.982112129216
roofy,606.765112262522,264.0,592.954993473842
roque,449.914507772021,264.0,503.48230339998
saags,603.21804835924,264.0,581.049129674318
scoug,566.552245250432,264.0,659.73020229322
slues,436.908031088083,264.0,494.824399950572
snool,497.110535405872,264.0,584.154756893467
spies,480.841537132988,264.0,524.502922077125
spitz,630.880397236615,264.0,677.235641400191
sweep,598.420552677029,264.0,621.353631493421
swell,580.306563039724,264.0,602.403226803415
swies,500.87780656304,264.0,526.184757777318
terfs,486.173143350605,264.0,573.764404645903
trunk,499.427029360967,264.0,601.812785146921
tsked,539.663212435233,264.0,614.393764769958
vauch,607.986614853195,264.0,663.486544753651
vetch,618.847150259067,264.0,663.589370509189
wauks,627.519430051814,264.0,664.255616482358
woopy,717.474525043178,264.0,657.009012202509
cissy,569.649827288428,265.0,601.503260472046
clung,608.335492227979,265.0,708.079033160821
deify,504.781088082902,265.0,533.756323986859
egmas,600.054835924007,265.0,639.719267544896
ferms,543.685233160622,265.0,603.646421308824
fubsy,656.759067357513,265.0,670.747075692907
gaums,576.527633851468,265.0,647.145471954366
gleba,565.618739205527,265.0,615.104509670643
hangs,575.253454231433,265.0,663.405914534579
heedy,588.924006908463,265.0,600.18234904562
heles,510.265544041451,265.0,588.037980029339
hevea,610.802245250432,265.0,619.887776169706
hoyas,508.85103626943,265.0,604.24290869073
hully,707.673143350605,265.0,705.691936400941
ketes,579.889032815199,265.0,631.429761772802
knead,565.168393782383,265.0,625.761908063892
kutch,769.297063903282,265.0,795.713759386457
leges,545.758635578584,265.0,613.642278385157
loopy,600.230138169257,265.0,612.228556093974
misch,655.183506044905,265.0,734.287245837446
nifes,509.86701208981,265.0,590.39573177959
noups,616.134715025907,265.0,715.171432564483
pitch,616.589378238342,265.0,708.770966335969
reifs,452.27677029361,265.0,535.325363444892
shtik,565.426165803109,265.0,645.460497416706
skene,475.89378238342,265.0,531.942098811819
slype,394.214594127807,265.0,479.539783131173
smash,599.868307426598,265.0,612.247121451112
snell,466.272884283247,265.0,535.048866598998
snies,424.541450777202,265.0,487.320278228464
sowse,440.401122625216,265.0,459.797429505825
swads,667.50518134715,265.0,663.460196197628
swing,612.95725388601,265.0,682.236792107102
tabus,538.088082901554,265.0,632.239525252932
tamps,584.975388601036,265.0,672.628876134212
tinny,561.049222797927,265.0,599.341357133712
tweak,555.398531951641,265.0,588.77288032194
wersh,511.730569948187,265.0,587.773696138958
wreak,518.591105354059,265.0,566.62685973726
yours,496.665803108808,265.0,606.372053717726
flitt,589.051813471503,265.5,632.683943760366
genus,546.762521588946,265.5,624.452673136931
ahuru,616.375647668394,266.0,641.847298603178
beery,501.020293609672,266.0,518.65976898106
bergs,524.597582037997,266.0,595.901711402889
biers,428.02677029361,266.0,512.958451889734
bitch,615.731433506045,266.0,694.753048392913
conne,407.887305699482,266.0,462.31255665133
coppy,675.275474956822,266.0,659.520733850593
cukes,538.347582037997,266.0,595.725118600446
deles,509.448618307427,266.0,588.932926353443
demes,597.392918825561,266.0,645.33227848279
ervil,474.998704663213,266.0,545.505971561377
fovea,491.236614853195,266.0,510.748911161568
gooby,708.71286701209,266.0,656.211802732945
hurds,607.118307426598,266.0,693.001050486728
kayle,404.391623488774,266.0,478.351552856128
kelpy,585.884283246978,266.0,607.256537528079
ketch,609.79274611399,266.0,660.501336694003
kibes,552.456822107081,266.0,612.877520868781
kreep,582.984455958549,266.0,630.5194305032
oints,516.282383419689,266.0,637.027867712583
prems,526.21286701209,266.0,600.267111909349
quaky,657.303972366149,266.0,620.650797573389
quean,528.706390328152,266.0,559.835238160045
reney,412.358376511226,266.0,468.673547797364
rumpo,687.263816925734,266.0,744.134793465352
scuft,591.245682210708,266.0,671.606507366689
slabs,572.524179620035,266.0,615.900411168667
slays,545.974956822107,266.0,602.87230793506
slomo,574.798791018998,266.0,630.986488180496
soils,428.949481865285,266.0,505.201789374082
specs,633.309153713299,266.0,639.116745621552
tolus,479.543609671848,266.0,604.246469885846
treck,474.980138169257,266.0,561.608768724793
tupek,513.415803108808,266.0,576.950055139927
umped,652.665803108808,266.0,701.924268229121
veiny,456.87780656304,266.0,490.313085686442
yards,485.036269430052,266.0,583.539044447362
yourn,485.270293609672,266.0,602.448297449554
allee,442.635578583765,267.0,479.156178937025
apage,498.298791018998,267.0,551.576187679414
axled,545.237910189983,267.0,585.118790586863
bitsy,481.655008635579,267.0,558.216264148779
buppy,858.798359240069,267.0,740.133773686866
chufa,687.347150259067,267.0,714.423314050755
cohab,580.677461139896,267.0,651.014478664876
cohos,730.300518134715,267.0,735.150152259318
dayan,633.259930915371,267.0,689.119769570409
dekes,637.573402417962,267.0,668.771106171559
dummy,874.631260794473,267.0,765.258289827539
felch,569.303972366149,267.0,628.671250538938
fudgy,775.827720207254,267.0,741.275829793468
gitch,612.170552677029,267.0,702.613677614161
goyle,376.735319516408,267.0,459.645545073815
hebes,616.307426597582,267.0,657.484817754481
hemes,611.170552677029,267.0,655.697524044008
holds,553.996113989637,267.0,659.021350796487
homas,548.430051813472,267.0,631.572617635558
humph,989.206822107081,267.0,867.547146734144
imped,616.981001727116,267.0,672.504794450564
kauri,452.578583765112,267.0,523.89301939019
lefty,489.522020725389,267.0,533.879749557782
oaths,521.399395509499,267.0,621.368465221718
owlet,427.756044905009,267.0,512.525929245718
pokey,440.239637305699,267.0,474.937676030101
preys,499.231001727116,267.0,578.806941337833
ramps,564.133419689119,267.0,645.579558722812
ramus,506.750863557858,267.0,597.280506237227
shush,819.232728842832,267.0,693.988744395298
slurs,504.919689119171,267.0,559.885482375274
snood,576.395077720207,267.0,639.251999274312
soaks,515.916666666667,267.0,537.112334625819
studs,717.337651122625,267.0,725.497577061837
sweel,498.030224525043,267.0,558.005519486346
tophs,632.724093264249,267.0,721.045345268448
tumps,738.699481865285,267.0,791.361254098184
upset,479.95725388601,267.0,578.279734847843
zoeal,450.806131260794,267.0,495.147933892036
albee,419.480138169257,268.0,481.151703304042
berks,558.85664939551,268.0,614.004006011793
bluey,397.477979274611,268.0,440.277243244259
chief,482.718480138169,268.0,551.693278969453
cubeb,645.853626943005,268.0,636.934019923808
cumec,636.562607944732,268.0,635.211223495274
damns,513.449913644214,268.0,609.717825607813
daubs,558.677461139896,268.0,633.636702931354
debes,608.062176165803,268.0,648.903966127166
ephas,583.320811744387,268.0,633.912569561021
fermi,550.991364421416,268.0,600.025783401125
hunky,702.97322970639,268.0,723.234486750432
jakey,520.518998272884,268.0,496.163315342885
mache,436.915803108808,268.0,510.382894669599
ogled,522.819516407599,268.0,604.100759177487
poynt,480.348013816926,268.0,597.647837788552
rhumb,734.364853195164,268.0,762.675754258311
shuts,695.929620034542,268.0,705.826912845951
skill,600.756908462867,268.0,642.018150413071
speos,576.87780656304,268.0,592.342403759222
spims,733.288428324698,268.0,723.196822290449
tahrs,451.117443868739,268.0,563.7729672086
trefa,452.682642487047,268.0,539.824592638553
trets,502.154576856649,268.0,568.687108610315
tryst,529.020293609672,268.0,605.321681271149
usnea,424.601468048359,268.0,504.031144755334
whups,833.112262521589,268.0,832.815251749871
woofy,760.899395509499,268.0,663.824516078239
xenia,520.038428324698,268.0,560.204418714503
yarks,540.103626943005,268.0,618.842804678703
yawey,533.39378238342,268.0,506.736677167979
abase,449.003886010363,269.0,523.523350456323
baals,526.155872193437,269.0,578.045317500537
berko,545.000863557858,269.0,599.005020945607
bogey,429.201640759931,269.0,462.331589714871
bonne,455.67573402418,269.0,489.836757520116
cabby,653.497841105354,269.0,630.714074724685
dervs,571.031519861831,269.0,638.511243162859
dreck,551.475388601036,269.0,619.232568164889
ferly,429.616580310881,269.0,482.310546528906
fogey,444.677029360967,269.0,472.809425312507
hokas,580.257772020725,269.0,649.427006162096
hovea,458.146373056995,269.0,502.751000196421
kerne,467.761658031088,269.0,532.256176825597
kerry,577.111398963731,269.0,565.82829793754
lamps,608.117875647668,269.0,685.345110151538
loafs,455.54274611399,269.0,548.369507294592
maars,502.217184801382,269.0,564.400897512365
obied,468.88816925734,269.0,538.040684321587
pilch,601.4896373057,269.0,699.966456694405
puffy,908.725388601036,269.0,768.702514408221
slyly,658.389896373057,269.0,591.695443273969
smell,543.248272884283,269.0,587.730922492626
sonsy,473.458981001727,269.0,500.857846002263
spiff,789.816493955095,269.0,749.573246769195
swive,472.651554404145,269.0,529.128153606728
timid,727.145509499136,269.0,745.078118728435
tophi,585.508203799655,269.0,676.884851268304
tsuba,625.007340241796,269.0,693.478871094515
woads,501.166666666667,269.0,574.27502222534
wreck,611.224956822107,269.0,640.657432914664
yauds,546.205094991364,269.0,635.450728481951
yuked,601.045768566494,269.0,643.024246760266
zooea,527.640328151986,269.0,493.746926454977
aldea,507.275043177893,270.0,565.664143306499
aredd,530.331606217617,270.0,572.844143435196
beryl,463.855785837651,270.0,543.279508678232
bifid,909.316493955095,270.0,803.467734533422
boche,454.003886010363,270.0,518.762049001093
breds,512.06908462867,270.0,589.603519066918
derby,535.278497409326,270.0,574.392377748166
fawny,570.986183074266,270.0,594.408851140698
fiers,458.624352331606,270.0,536.33046982877
fluey,416.810449050086,270.0,454.508761370896
guppy,881.279792746114,270.0,768.456986601547
hakea,572.689982728843,270.0,588.587731498604
helms,542.750863557858,270.0,621.750560516436
kaids,515.900690846287,270.0,593.920077801668
kains,480.25,270.0,570.598166017588
khuds,797.096286701209,270.0,821.307295249635
opals,477.748272884283,270.0,581.532972362858
puggy,845.458117443869,270.0,742.280753803816
quair,420.512521588946,270.0,479.203558399872
qualm,648.72366148532,270.0,672.39807103876
ruses,524.04274611399,270.0,576.932021617131
scopa,494.9201208981,270.0,579.704716009318
sdayn,469.750431778929,270.0,572.015018059267
sheds,633.06908462867,270.0,639.828512036533
slogs,571.056994818653,270.0,622.734818523575
snafu,507.697322970639,270.0,590.71221018233
socas,499.724956822107,270.0,543.088659753754
soces,422.240932642487,270.0,466.594105643214
strum,535.085492227979,270.0,622.091415459979
stylo,485.97322970639,270.0,595.454663152885
syboe,384.239637305699,270.0,451.282326520215
tenue,429.721934369603,270.0,519.598463895749
thump,746.26079447323,270.0,795.959331932715
towsy,519.206390328152,270.0,591.674013972316
treks,481.5798791019,270.0,566.371926821331
tushy,610.252590673575,270.0,673.964284110661
vairs,419.230569948187,270.0,501.32418298678
washy,589.596286701209,270.0,624.126111310766
weise,434.221070811744,270.0,511.891648232234
welch,581.067789291883,270.0,641.173990180047
blive,473.277633851468,271.0,539.988264203908
botte,448.050518134715,271.0,496.646739701259
briny,417.332037996546,271.0,491.025560367529
chace,448.219775474957,271.0,493.66471563389
cushy,619.46286701209,271.0,665.723049261611
educe,573.580742659758,271.0,626.570219632305
hexad,601.263385146805,271.0,622.217196018901
kaons,465.60621761658,271.0,557.246565072685
nouny,612.838946459413,271.0,633.198462102597
snaps,584.809585492228,271.0,626.944589553404
sozin,499.71286701209,271.0,565.476064294581
sweed,567.298791018998,271.0,598.701442607937
upled,536.61701208981,271.0,623.542043174948
aptly,488.334196891192,272.0,569.101546975221
bogue,441.737478411054,272.0,501.435182750208
boose,422.609671848014,272.0,469.43860371056
bytes,495.731001727116,272.0,569.403664189351
comfy,627.955958549223,272.0,656.896446536321
decry,466.331606217617,272.0,524.003114150978
dudes,606.224525043178,272.0,622.828162305718
equal,570.284110535406,272.0,585.139471312444
flies,407.895941278066,272.0,495.226476506657
gluey,399.079447322971,272.0,448.763096517024
hedgy,589.119170984456,272.0,613.872580579549
mincy,565.682210708117,272.0,634.516146709461
reedy,538.51597582038,272.0,561.914356098113
shyly,601.057858376511,272.0,599.662035214986
skive,477.702504317789,272.0,533.053462575274
snags,581.22884283247,272.0,617.442269916471
sorns,460.215889464594,272.0,527.039188159103
spifs,772.688687392055,272.0,740.115731579293
squat,518.686528497409,272.0,573.801946709301
tayra,520.694300518135,272.0,601.403770227951
thief,458.232297063903,272.0,541.605572861581
thuya,594.662780656304,272.0,673.998413015962
trews,503.567789291883,272.0,589.500780983876
treyf,502.972366148532,272.0,577.386011014746
ureic,426.111398963731,272.0,521.66356231784
veale,441.855785837651,272.0,508.730856309004
yarrs,532.345423143351,272.0,604.569836778809
guana,605.236183074266,272.5,638.869914733476
arepa,532.948618307427,273.0,584.238701951264
brews,576.946027633852,273.0,624.712182974349
breys,498.575993091537,273.0,573.377525237239
cahow,594.554835924007,273.0,661.671767151428
chive,492.94127806563,273.0,560.524324122096
chuff,994.114853195164,273.0,855.806071835998
crews,518.900259067358,273.0,593.492054697558
cuppy,775.177461139896,273.0,714.605355923281
cuzes,562.359671848014,273.0,592.790718570257
dreks,538.743091537133,273.0,610.9865746845
grebo,551.321675302245,273.0,623.601302597464
guyle,455.133419689119,273.0,537.042498558958
halms,562.780224525043,273.0,653.822567966246
helps,556.889896373057,273.0,639.140080004086
leave,469.902417962003,273.0,534.611838334558
looby,631.891623488774,273.0,622.906543818203
mobey,447.588514680484,273.0,481.859456694856
naiks,504.51597582038,273.0,586.695325469908
puses,614.94170984456,273.0,629.865667440127
shrow,546.247841105354,273.0,618.644040730532
skell,588.296632124352,273.0,607.886600348138
solum,482.937392055268,273.0,582.459669409754
uredo,479.962435233161,273.0,575.279843530343
verso,481.47884283247,273.0,560.207604978097
ached,502.067357512953,274.0,575.009875956968
bukes,588.209412780656,274.0,620.925232935687
bumpy,760.367443868739,274.0,732.412200947873
dumps,802.728411053541,274.0,825.859249946161
ideas,472.724956822107,274.0,549.893027805551
juicy,610.710708117444,274.0,624.737052306486
laari,433.245250431779,274.0,498.150276448375
murex,571.205958549223,274.0,602.227197054074
paans,512.616148531952,274.0,578.383271312309
pigmy,691.333765112263,274.0,707.187674767617
reeky,554.408894645941,274.0,558.747152920791
scuse,475.545336787565,274.0,515.265542159776
shoes,439.634715025907,274.0,485.202023328732
skelf,585.23920552677,274.0,628.550362585806
thumb,777.568652849741,274.0,808.61517492333
weave,541.639464594128,274.0,566.637806217866
weros,482.979706390328,274.0,562.929371539429
winey,440.091537132988,274.0,485.861047514681
wrens,480.113989637306,274.0,558.521094812578
yaups,578.071243523316,274.0,659.965701460002
bydes,566.053972366149,275.0,622.939019599603
cilia,580.195164075993,275.0,629.846516936226
daals,496.26597582038,275.0,567.929665191274
dahls,503.041018998273,275.0,605.358628549266
doabs,475.996545768567,275.0,560.067710335857
dreys,493.670984455959,275.0,585.663643171672
erbia,430.610967184801,275.0,503.609888995796
fumes,572.641191709845,275.0,615.000362369838
gamps,657.726252158895,275.0,711.72661969696
gipsy,573.895509499137,275.0,633.503107949067
gosht,549.550086355786,275.0,652.376033817089
hamal,655.782815198618,275.0,701.836097901741
helix,590.474525043178,275.0,633.913923167596
huggy,865.294905008636,275.0,760.642166342427
hulky,687.462003454231,275.0,714.878544761852
jerid,567.61701208981,275.0,604.848279099726
lehrs,438.945595854922,275.0,536.849519055556
mochy,660.012953367876,275.0,696.345317755495
rahui,449.05829015544,275.0,533.599773627242
sixte,407.589810017271,275.0,471.353827157058
skies,503.92530224525,275.0,529.782542322806
snabs,599.608376511226,275.0,632.496749510593
soots,615.765544041451,275.0,605.70035706152
spues,551.870898100173,275.0,573.864994319776
sweer,501.999568221071,275.0,561.663778429599
swith,552.334628670121,275.0,632.225182585915
tokay,449.077288428325,275.0,520.053603801931
weeny,547.208549222798,275.0,549.010921484807
adage,513.447322970639,276.0,563.276780985293
ceaze,469.838082901554,276.0,515.208145687506
comby,624.312607944732,276.0,658.805453990884
gummy,898.594991364421,276.0,763.255492552952
haars,485.477115716753,276.0,556.883340357443
hadal,616.167530224525,276.0,682.028809649188
halfs,591.618739205527,276.0,668.152626847459
hemps,673.710276338515,276.0,715.685136735439
human,588.930051813472,276.0,673.193323838442
humpy,764.456822107081,276.0,761.947683527506
imbed,630.303540587219,276.0,672.387848842015
merch,532.201640759931,276.0,608.23625157102
midgy,714.214594127807,276.0,726.526970314719
naifs,498.144645941278,276.0,585.950244662216
odals,465.683937823834,276.0,571.1150045671
poove,546.767271157168,276.0,546.039145883923
pubes,544.682642487047,276.0,607.365515157982
puers,481.208117443869,276.0,564.145031246086
pukes,583.849309153713,276.0,630.662526743761
rugby,680.882124352332,276.0,688.572088362972
selle,454.298791018998,276.0,504.144566515104
shrug,547.011226252159,276.0,624.214936299169
silly,495.120034542314,276.0,542.798719950869
slish,502.594559585492,276.0,558.198626287634
sooms,724.221934369603,276.0,653.714851848516
sully,555.637305699482,276.0,585.834499711825
synod,516.704231433506,276.0,616.570006534803
synth,533.279360967185,276.0,633.396902053246
tipsy,502.549654576857,276.0,587.724410994216
towny,519.443005181347,276.0,591.037877432671
ulema,502.221070811744,276.0,568.22330004073
vials,477.667962003454,276.0,569.026475549185
agene,472.192141623489,277.0,535.248855344612
akene,477.582901554404,277.0,534.308439037953
bahts,569.996113989637,277.0,647.810779163517
croon,542.031519861831,277.0,627.78887741025
donne,449.974093264249,277.0,496.254710798253
ergon,490.424438687392,277.0,577.328843402173
gayal,651.93091537133,277.0,698.768195711253
geode,489.794473229706,277.0,557.186646498635
glout,471.146373056995,277.0,589.318035923016
goose,429.222366148532,277.0,484.314244094694
goths,614.624784110535,277.0,701.467364509479
grews,579.620034542314,277.0,638.287437918104
greys,499.167530224525,277.0,584.304787843164
gytes,494.237046632124,277.0,581.584969570206
hemic,594.696459412781,277.0,659.463087982027
herms,521.110103626943,277.0,604.099677428616
huffy,935.197322970639,277.0,786.573799213013
humid,710.645509499136,277.0,776.315381449071
judgy,904.013385146805,277.0,787.719051391057
jutes,575.461139896373,277.0,612.891014697923
kaims,539.28195164076,277.0,607.466868995183
kheda,608.77677029361,277.0,638.239984652119
koaps,534.630397236615,277.0,603.45939490951
lubes,498.724956822107,277.0,583.252064694882
meshy,545.415803108808,277.0,575.589141543228
muggy,893.29792746114,277.0,758.64295304667
nerdy,467.316925734024,277.0,526.703317859163
nervy,505.279792746114,277.0,531.845187974485
